Business Name,Industry,City,State,ZIP,Street Address,Website,LinkedIn,Employees,Est. Revenue,US Locations,What They Do,Source,Verification Status
Range Projects,Construction,Chattanooga,TN,37407,2801 Dodds Avenue,range-projects.com,https://www.linkedin.com/company/range-projects,11-50,1M-5M,1,"Since 2013, Range Projects has collaborated with nationally recognized architects and designers to serve clients in many industries. We outfit museums, restaurants and hotels, commercial offices, showrooms, community spaces and residences. Our services include design development, woodworking, metal ","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Reese Plumbing Co,Construction,Chattanooga,TN,37415,704 Ashland Terrace,reeseplumbingco.com,https://www.linkedin.com/company/reese-plumbing-co,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"RELIABLE BUILDING SOLUTIONS, INC.",Construction,Chattanooga,TN,37421,6232 Airpark Drive,rbsi-online.com,https://www.linkedin.com/company/reliable-building-solutions-inc.,11-50,5M-10M,1,"Reliable Building Solutions is a cleaning firm that specializes in disinfecting, washing, and janitorial services.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Reliable Heating & Air Conditioning,Environmental Services,Chattanooga,TN,37405,404 Spears Avenue,reliable-online.com,https://www.linkedin.com/company/reliable-heating-air-conditioning-co-inc,11-50,1M-5M,1,"Reliable Heating & Air Conditioning Co. Inc. was founded in June of 1971. From its original staff of three, Reliable has grown to become Chattanoogas largest Residential HVAC Company, a respected Commercial Service Provider and winner of the Small Business of the Year for the State of Tennessee. As ","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
REMI Home Elevators,Construction,Chattanooga,TN,37406,1709 North Orchard Knob Avenue,remihomeelevators.com,https://www.linkedin.com/company/remi-home-elevators,11-50,1M-5M,1,"REMI is the leading manufacturer of residential home elevators. With more than 40 years of combined home elevator experience in both the commercial and residential elevator industries, and a nationwide network of home elevator Certified Installation Companies (CIC), REMI home elevators makes install","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Restore Roofing,Construction,Chattanooga,TN,37404,608 South Holtzclaw Avenue,restoreroofing.biz,https://www.linkedin.com/company/restore-roofing,11-50,1M-5M,1,"Getting quality roofing over your head as simply, painlessly, and efficiently as possible is our goal. Let us do the dirty work and keep it simple for you.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Revolution Wood Floors,Construction,Chattanooga,TN,37421,2288 Gunbarrel Road,revolutionwoodfloorsinfo.com,https://www.linkedin.com/company/revolution-wood-floors,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Rise Plumbing, Inc.",Construction,Chattanooga,TN,37421,East Brainerd Road,riseplumbinginc.net,https://www.linkedin.com/company/rise-plumbing-inc,1-10,1M-5M,1,"Trusted plumbing partner for residential builders and developers, providing peace of mind to their future homeowners with a dependable system for a clean water supply, safe wastewater removal, and contamination prevention; delivered through efficient slab, sewer, rough-in, and trim services marked b","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
River Stone Construction LLC,Construction,Chattanooga,TN,37416,6005 Century Oaks Drive Suite 500,riverstone-homes.com,https://www.linkedin.com/company/river-stone-construction-llc,11-50,10M-25M,2,"River Stone Construction is a Chattanooga-based home builder founded and led by local natives who are deeply rooted in the community. Focused on quality over volume, we design and build thoughtfully crafted homes that feel personalnot mass-produced. As we grow across Chattanooga and the surrounding ","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
RiverCity Sign & Crane Services Inc,Construction,Chattanooga,TN,37415,6040 Dayton Boulevard,rivercityneon.com,https://www.linkedin.com/company/rivercity-sign-&-crane-services-inc,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Riverside Plumbing,Construction,Chattanooga,TN,37405,3873 Hixson Pike,riversideplumbingtn.com,https://www.linkedin.com/company/riversideplumbing,11-50,1M-5M,1,"At Riverside Plumbing, we strive to offer the best customer service and quality work in the industry. Combining technology, tested & proven methods, and a fresh new take on what should be expected from a plumbing service company. I pride myself on being honest, dependable, and professional. Our serv","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Riverview Floor Design,Construction,Chattanooga,TN,37405,417 Frazier Avenue,riverviewfloordesign.com,https://www.linkedin.com/company/riverview-floor-design,11-50,1M-5M,1,"Welcome to Riverview Floor Design in Soddy Daisy, your hometown flooring store. 423-451-9955","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Robert Roberts LLC,Building Construction,Chattanooga,TN,37407,2901 East 48Th Street,robertrobertsllc.com,https://www.linkedin.com/company/robert-roberts-llc,11-50,10M-25M,2,"Robert Roberts LLC Once Tried, Always Preferred Welcome to Robert Roberts General Contractor, your trusted partner for all commercial construction and renovation needs. Based in Chattanooga, we pride ourselves on our extensive resources and expertise, enabling us to tackle projects of any size and c","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
ROBERT SMITH INC,Construction,Chattanooga,TN,37422,,robertsmithinc.com,https://www.linkedin.com/company/robert-smith-inc,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Rocky Top Construction,Wholesale Building Materials,Chattanooga,TN,37415,739 Ashland Terrace,webs.com,https://www.linkedin.com/company/rocky-top-construction,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Roof Curb Systems,Wholesale Building Materials,Chattanooga,TN,37405,100 Cherokee Boulevard Number 213,roofcurb.com,https://www.linkedin.com/company/roof-curb-systems,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"ROOF PRODUCTS, INC.",Wholesale Building Materials,Chattanooga,TN,37421,7616 Lee Highway,rpicurbs.com,https://www.linkedin.com/company/roof-products-inc.,1-10,1M-5M,3,"Roof Products is a prefabricated roof curb and other roof accessory manufacturer. They offered numerous solutions for prefabricated roof curbs in the industry. They produce a complete spectrum of roof curbs, expansion joints, equipment supports, adapters, and any type of penetration for new or retro","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
ROOFING & SUPPLY COMPANY,Wholesale Building Materials,Chattanooga,TN,37402,1409 Fort Street,theroofingandsupplycotn.com,https://www.linkedin.com/company/roofing-&-supply-company,11-50,5M-10M,1,"The Roofing & Supply Co, serving Chattanooga and the Tri-State Area, offers roofing supplies including shingles, metal roofing, rubber roofing, gutters, and sealants/coatings. With over 90 years of experience, they provide special ordering options and local delivery within 2 days. The company focuse","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
RoofingCo.com,Construction,Chattanooga,TN,,Ringgold Road,roofingco.com,https://www.linkedin.com/company/roofingco,11-50,1M-5M,1,Chattanooga's Premier Roofing Contractor,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"ROSS GLASS AND ALUMINUM, LLC",Construction,Chattanooga,TN,37402,428 Mccallie Avenue,rossglass.com,https://www.linkedin.com/company/ross-glass-and-aluminum-llc,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"ROWLAND DEVELOPMENT GROUP, LLC",Construction,Chattanooga,TN,37419,422 Magnolia Vale Drive,rdgtn.com,https://www.linkedin.com/company/rowland-development-group-llc,11-50,5M-10M,1,"Rowland Development Group is Chattanooga, Tennessee's premier commercial builder and residential builder. Call us today to look at floor plans and get a quote!","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"RPM & Associates, Inc.",Construction,Chattanooga,TN,37405,1200 Mountain Creek Road Suite 470,rpmassociatesinc.net,https://www.linkedin.com/company/rpm-associates-inc,11-50,1M-5M,1,"RPM & Associates, Inc. is a licensed general contractor in Tennessee, Alabama, Georgia, Florida, Louisiana, Kentucky, South Carolina, North Carolina, Virginia, West Virginia, Maryland, Pennsylvania, and Delaware. RPM & Associates, Inc. has been in business since June 1978. As a General Contractor in","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"RS Digital & Laser, LLC",Wholesale Machinery,Chattanooga,TN,37415,6032 Dayton Boulevard,rsdlaser.com,https://www.linkedin.com/company/rs-digital-&-laser-llc,1-10,1M-5M,1,"RS Digital & Laser LLC, is your Wholesale Distributor for Epilog Laser Corp. We cover the states of Tennessee, Kentucky, Alabama and Mississippi for all machine sales and service. We have worked hand in hand with Epilog Laser for over 24yrs. Give us a call and let us inform you of how a Epilog Laser","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Rutherford Floor Installation,Construction,Chattanooga,TN,37411,5708 Uptain Road,rutherfordfloorinstallation.net,https://www.linkedin.com/company/rutherford-floor-installation,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"S & H Trucking, Inc.",Truck Transportation,Chattanooga,TN,37410,3500 Alton Parks Boulevard,sandh-trucking.com,https://www.linkedin.com/company/s-h-trucking-inc,51-200,10M-25M,2,"S & H Trucking, Inc., is a freight carrier based in Chattanooga Tennessee. We take pride in being able to provide a broad range of freight carrier services to our customers, while still being small enough to react quickly and with maximum flexibly to meet our customers' needs. We realize that each c","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
